0.25,8,1.00,1.40,1,100,undefined,50000,50000,1,100.00,16,16,1.00,2,2,2,16,linear,0.25,8,1.00,1.40,1,100,undefined,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,
0.25,8,1.00,1.40,1,100,undefined,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.2824,109595,0,12047,87.65,0,0.00,750,0.77,329,281,48,57418,28709,97548,345477.5338,50111,206040,438,3442,3442,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,1,1,1,8,linear,111,50000,50111,0.0166,8081,0,0,100.00,0,0.00,0,0.00,0,0,0,0,0,8081,487688.5938,50111,206019,458,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,1,50000,50000,1,1000.00,16,16,1.00,1,1,1,8,linear,111,50000,50111,3.2449,8081,0,0,100.00,0,0.00,0,0.00,0,0,0,0,0,8081,2490.3380,50111,206019,458,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,1,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.5111,113871,0,14486,85.42,0,0.00,716,0.72,353,297,56,175886,87943,99385,194461.8913,50111,206040,438,4012,4012,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.1072,72714,0,9512,84.95,0,0.00,499,0.79,289,205,84,2956,1478,63202,589763.4489,50111,206029,448,2343,2343,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.1491,81628,0,10127,85.84,0,0.00,542,0.76,255,189,66,4248,2124,71501,479544.2046,50111,206029,448,2734,2734,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.1768,97488,0,11480,86.65,0,0.00,696,0.81,300,255,45,9470,4735,86008,486404.5605,50111,206040,438,3304,3304,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.2606,111084,0,13764,85.86,0,0.00,772,0.79,344,282,62,43910,21955,97320,373510.3913,50111,206040,438,3824,3824,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.2388,109248,0,13502,85.90,0,0.00,710,0.74,323,266,57,29116,14558,95746,400971.5853,50111,206040,438,3748,3748,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0244,19085,0,2968,81.58,0,0.00,100,0.62,108,56,52,382,191,16117,660830.7024,50111,206022,456,588,588,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0260,19175,0,3042,81.14,0,0.00,100,0.62,99,51,48,384,192,16133,619999.2314,50111,206022,456,580,580,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0272,19559,0,3451,78.58,0,0.00,104,0.65,114,59,55,380,190,16108,591575.1588,50111,206022,456,658,658,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0217,18039,0,1862,88.49,0,0.00,116,0.72,84,56,28,358,179,16177,744420.4132,50111,206022,456,394,394,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0299,19632,0,3506,78.26,0,0.00,120,0.74,106,58,48,402,201,16126,538880.5347,50111,206022,456,652,652,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0238,19304,0,3159,80.43,0,0.00,116,0.72,114,62,52,378,189,16145,677109.5454,50111,206022,456,630,630,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0302,19241,0,3101,80.79,0,0.00,96,0.59,118,61,57,384,192,16140,534313.2387,50111,206022,456,522,522,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0248,19402,0,3224,80.07,0,0.00,98,0.61,102,57,45,388,194,16178,652180.9240,50111,206022,456,578,578,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0243,18974,0,2823,82.52,0,0.00,102,0.63,99,55,44,386,193,16151,663830.6617,50111,206022,456,542,542,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0213,18513,0,2334,85.57,0,0.00,114,0.70,99,56,43,368,184,16179,759827.1732,50111,206022,456,506,506,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0250,19361,0,3270,79.68,0,0.00,132,0.82,117,71,46,374,187,16091,642509.1838,50111,206022,456,554,554,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0258,19967,0,3810,76.42,0,0.00,102,0.63,136,61,75,386,193,16157,626021.9303,50111,206022,456,724,724,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0245,19274,0,3080,80.98,0,0.00,102,0.63,107,56,51,390,195,16194,660548.2134,50111,206022,456,598,598,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0197,18473,0,2291,85.84,0,0.00,120,0.74,89,64,25,360,180,16182,819383.2599,50111,206022,456,470,470,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0198,18458,0,2276,85.93,0,0.00,120,0.74,89,66,23,360,180,16182,817561.7643,50111,206022,456,468,468,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0215,18546,0,2364,85.39,0,0.00,120,0.74,93,65,28,360,180,16182,752476.1683,50111,206022,456,474,474,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0197,18450,0,2268,85.98,0,0.00,120,0.74,88,65,23,360,180,16182,820380.2281,50111,206022,456,474,474,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0214,18441,0,2259,86.04,0,0.00,120,0.74,84,60,24,360,180,16182,755568.0067,50111,206022,456,448,448,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0208,18986,0,2804,82.67,0,0.00,120,0.74,95,65,30,370,185,16182,778954.4623,50111,206022,456,546,546,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0216,18519,0,2337,85.56,0,0.00,120,0.74,91,63,28,360,180,16182,748923.9598,50111,206022,456,462,462,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0200,18424,0,2242,86.15,0,0.00,120,0.74,85,64,21,360,180,16182,808453.2374,50111,206022,456,452,452,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0477,18802,0,2605,83.92,0,0.00,120,0.74,92,63,29,368,184,16197,339616.7072,50111,206022,456,490,490,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0497,18680,0,2483,84.67,0,0.00,120,0.74,87,62,25,366,183,16197,325908.4873,50111,206022,456,476,476,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0448,18230,0,2033,87.45,0,0.00,120,0.74,89,66,23,352,176,16197,361443.3634,50111,206022,456,430,430,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0464,18240,0,2043,87.39,0,0.00,120,0.74,86,56,30,354,177,16197,348885.2989,50111,206022,456,398,398,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0489,18738,0,2541,84.31,0,0.00,120,0.74,91,61,30,368,184,16197,331247.3158,50111,206022,456,486,486,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0518,18887,0,2690,83.39,0,0.00,120,0.74,93,65,28,374,187,16197,312574.7810,50111,206022,456,496,496,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,2,2,2,16,linear,111,50000,50111,0.0501,18783,0,2586,84.03,0,0.00,120,0.74,89,61,28,368,184,16197,323112.8312,50111,206022,456,462,462,456,104,112,104,8,224,104,120,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,100.00,16,16,1.00,1,1,1,8,linear,111,50000,50111,0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,100.00,16,16,1.00,1,1,1,8,linear,111,50000,50111,0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,1000.00,16,16,1.00,1,1,1,8,linear,111,50000,50111,0.0231,8081,0,0,100.00,0,0.00,0,0.00,0,0,0,0,0,8081,349237.2185,50111,206413,458,456,104,112,104,8,224,112,128,
0.25,8,1.00,1.40,1,100,undefined,,50000,50000,1,101.00,16,16,1.00,1,1,1,8,linear,111,50000,50111,0.0008,841,0,0,100.00,0,0.00,0,0.00,0,0,0,0,0,841,1065906.2104,50111,206413,458,456,104,112,104,8,224,112,128,
